,Concept 1,Concept 2,Count
5921,Renewables – Renewable Energy (General),Renewables – Marine Energy,161
5922,Renewables – Marine Energy,Greenhouse Gases – Greenhouse Gases,56
5923,Renewables – Wind Energy,Good Practice And Opportunities – Success,33
5924,Technologies (Mitigation) – Carbon Capture And Storage,Renewables – Wind Energy,84
5925,Technologies (Mitigation) – Carbon Capture And Storage,Mitigation – Mitigation,1936
5926,Technologies (Mitigation) – Carbon Capture And Storage,Policy Instruments – Governance,454
5927,Sectors – Buildings,Equity And Just Transition – Equity And Justice,82
5928,Technologies (Mitigation) – Transport Technologies,Technologies (Mitigation) – Carbon Capture And Storage,86
5929,Renewables – Solar Energy,Equity And Just Transition – Equity And Justice,47
5930,Technologies (Mitigation) – Energy And Power Technologies,Equity And Just Transition – Equity And Justice,58
5931,Renewables – Hydropower,Equity And Just Transition – Equity And Justice,3
5932,Sectors – Buildings,Renewables – Wind Energy,91
5933,Technologies (Mitigation) – Transport Technologies,Renewables – Wind Energy,97
5934,Technologies (Mitigation) – Transport Technologies,Equity And Just Transition – Just Transition,128
5935,Technologies (Mitigation) – Energy And Power Technologies,Technologies (Mitigation) – Carbon Capture And Storage,353
5936,Technologies (Mitigation) – Buildings And Homes Technologies,Barriers And Challenges – Challenges,65
5937,Technologies (Mitigation) – Buildings And Homes Technologies,Deforestation – Forests,134
5938,Technologies (Mitigation) – Buildings And Homes Technologies,Renewables – Wind Energy,88
5939,Renewables – Heat Pumps,Barriers And Challenges – Challenges,35
5940,Renewables – Wind Energy,Barriers And Challenges – Challenges,136
5941,Technologies (Mitigation) – Transport Technologies,Barriers And Challenges – Challenges,175
5942,Renewables – Solar Energy,Equity And Just Transition – Just Transition,248
5943,Renewables – Heat Pumps,Deforestation – Forests,29
5944,Renewables – Wind Energy,Renewables – Heat Pumps,32
5945,Renewables – Wind Energy,Deforestation – Forests,148
5946,Technologies (Mitigation) – Transport Technologies,Deforestation – Forests,49
5947,Technologies (Mitigation) – Clean Technologies (General),Deforestation – Forests,97
5948,Technologies (Mitigation) – Carbon Capture And Storage,Renewables – Heat Pumps,30
5949,Technologies (Mitigation) – Carbon Capture And Storage,Technologies (Mitigation) – Buildings And Homes Technologies,48
5950,Vulnerable Groups – Children,Good Practice And Opportunities – Good Practice,30
5951,Good Practice And Opportunities – Good Practice,Equity And Just Transition – Just Transition,126
5952,Vulnerable Groups – Vulnerable Groups,Sectors – Industry,78
5953,Technologies (Mitigation) – Clean Technologies (General),Renewables – Bioenergy,136
5954,Sectors – Buildings,Good Practice And Opportunities – Good Practice,120
5955,Sectors – Transport,Equity And Just Transition – Equity And Justice,75
5956,Renewables – Marine Energy,Climate Related Hazards – Environmental Degradatation,21
5957,Renewables – Heat Pumps,Climate Related Hazards – Environmental Degradatation,10
5958,Technologies (Mitigation) – Buildings And Homes Technologies,Climate Related Hazards – Environmental Degradatation,53
5959,Renewables – Bioenergy,Climate Related Hazards – Environmental Degradatation,1028
5960,Vulnerable Groups – Local And Rural Communities,Renewables – Marine Energy,1
5961,Renewables – Marine Energy,Renewables – Heat Pumps,6
5962,Renewables – Marine Energy,Climate Related Hazards – Marine Hazards,19
5963,Renewables – Marine Energy,Barriers And Challenges – Challenges,28
5964,Technologies (Mitigation) – Buildings And Homes Technologies,Renewables – Marine Energy,5
5965,Renewables – Marine Energy,Barriers And Challenges – Barriers,22
5966,Renewables – Marine Energy,Climate Related Hazards – Extreme Weather,97
5967,Vulnerable Groups – Local And Rural Communities,Renewables – Heat Pumps,3
5968,Vulnerable Groups – Local And Rural Communities,Climate Related Hazards – Marine Hazards,19
5969,Renewables – Heat Pumps,Climate Related Hazards – Marine Hazards,4
5970,Renewables – Heat Pumps,Climate Related Hazards – Extreme Weather,10
5971,Technologies (Mitigation) – Buildings And Homes Technologies,Climate Related Hazards – Marine Hazards,4
5972,Renewables – Bioenergy,Climate Related Hazards – Marine Hazards,68
5973,Good Practice And Opportunities – Success,Good Practice And Opportunities – Case Study,34
5974,Policy Instruments – Economic Instruments,Climate Related Hazards – Environmental Degradatation,1141
5975,Sectors – Transport,Good Practice And Opportunities – Good Practice,91
5976,Renewables – Marine Energy,Financial Flows – Financial Flow,125
5977,Renewables – Wind Energy,Renewables – Marine Energy,93
5978,Renewables – Marine Energy,Policy Instruments – Economic Instruments,54
5979,Renewables – Marine Energy,Equity And Just Transition – Just Transition,2
5980,Good Practice And Opportunities – Case Study,Financial Flows – Financial Flow,234
5981,Good Practice And Opportunities – Case Study,Barriers And Challenges – Challenges,95
5982,Vulnerable Groups – Local And Rural Communities,Technologies (Mitigation) – Waste And Recycling Technologies,25
5983,Sectors – Insurance & Financial Services,Fossil Fuels – Oil,494
5984,Technologies (Mitigation) – Clean Technologies (General),Climate Related Hazards – Extreme Weather,15
5985,Technologies (Mitigation) – Transport Technologies,Climate Related Hazards – Extreme Weather,44
5986,Sectors – Insurance & Financial Services,Renewables – Heat Pumps,23
5987,Technologies (Mitigation) – Transport Technologies,Technologies (Mitigation) – Clean Technologies (General),71
5988,Sectors – Industry,Sectors – Fisheries & Aquaculture,137
5989,Deforestation – Deforestation,Deforestation – Afforestation,916
5990,Fossil Fuels – Coal,Climate Related Hazards – Environmental Degradatation,395
5991,Sectors – Fisheries & Aquaculture,Equity And Just Transition – Equity And Justice,50
5992,Sectors – Buildings,Climate Related Hazards – Marine Hazards,234
5993,Technologies (Mitigation) – Waste And Recycling Technologies,Deforestation – Forests,308
5994,Policy Instruments – Governance,Deforestation – Woodlands,58
5995,Deforestation – Woodlands,Adaptation – Adaptation,31
5996,Good Practice And Opportunities – Good Practice,Deforestation – Woodlands,2
5997,Policy Instruments – Information And Education,Deforestation – Woodlands,81
5998,Good Practice And Opportunities – Opportunity,Deforestation – Afforestation,142
5999,Greenhouse Gases – Ozone,Climate Related Hazards – Health Hazards,50
6000,Greenhouse Gases – Ozone,Climate Related Hazards – Extreme Weather,99
6001,Greenhouse Gases – Ozone,Barriers And Challenges – Challenges,51
6002,Technologies (Mitigation) – Carbon Capture And Storage,Climate Related Hazards – Environmental Degradatation,324
6003,Deforestation – Woodlands,Climate Related Hazards – Environmental Degradatation,67
6004,Equity And Just Transition – Gender Equality,Deforestation – Deforestation,11
6005,Vulnerable Groups – People With Disabilities,Adaptation – Adaptation,63
6006,Vulnerable Groups – People With Disabilities,Equity And Just Transition – Just Transition,75
6007,Sectors – Fisheries & Aquaculture,Deforestation – Deforestation,121
6008,Technologies (Mitigation) – Buildings And Homes Technologies,Capacity Building – Capacity-Building,53
6009,Renewables – Renewable Energy (General),Equity And Just Transition – Equity And Justice,268
6010,Sectors – Insurance & Financial Services,Deforestation – Tropical Forests,36
6011,Policy Instruments – Economic Instruments,Deforestation – Tropical Forests,64
6012,Financial Flows – Financial Flow,Deforestation – Tropical Forests,221
6013,Greenhouse Gases – Emissions,Deforestation – Tropical Forests,183
6014,Deforestation – Tropical Forests,Deforestation – Tropical Forests,69
6015,Good Practice And Opportunities – Success,Deforestation – Forests,536
6016,Vulnerable Groups – Women And Girls,Good Practice And Opportunities – Success,233
6017,Good Practice And Opportunities – Success,Fossil Fuels – Coal,92
6018,Renewables – Heat Pumps,Mitigation – Mitigation,26
6019,Sectors – Tourism,Sectors – Buildings,39
6020,Technologies (Mitigation) – Transport Technologies,Good Practice And Opportunities – Success,35
6021,Mitigation – Mitigation,Deforestation – Woodlands,46
6022,Equity And Just Transition – Gender Equality,Barriers And Challenges – Barriers,65
6023,Policy Instruments – Economic Instruments,Climate Related Hazards – Marine Hazards,336
6024,Deforestation – Rainforests,Climate Related Hazards – Marine Hazards,4
6025,Greenhouse Gases – Carbon Dioxide,Climate Related Hazards – Environmental Degradatation,270
6026,Mitigation – Mitigation,Greenhouse Gases – Ozone,171
6027,Deforestation – Forests,Climate Related Hazards – Terrestrial Hazards,512
6028,Renewables – Hydropower,Capacity Building – Capacity-Building,53
6029,Vulnerable Groups – Local And Rural Communities,Greenhouse Gases – Greenhouse Gases,187
6030,Vulnerable Groups – Vulnerable Groups,Greenhouse Gases – Emissions,184
6031,Vulnerable Groups – Vulnerable Groups,Greenhouse Gases – Carbon Dioxide,9
6032,Vulnerable Groups – Vulnerable Groups,Climate Related Hazards – Environmental Degradatation,85
6033,Sectors – Buildings,Climate Related Hazards – Environmental Degradatation,145
6034,Renewables – Marine Energy,Renewables – Marine Energy,135
6035,Renewables – Marine Energy,Greenhouse Gases – Emissions,47
6036,Good Practice And Opportunities – Case Study,Good Practice And Opportunities – Case Study,101
6037,Vulnerable Groups – Local And Rural Communities,Good Practice And Opportunities – Good Practice,61
6038,Vulnerable Groups – Children,Deforestation – Woodlands,5
6039,Policy Instruments – Economic Instruments,Greenhouse Gases – Nitrogen Trifluoride,13
6040,Greenhouse Gases – Nitrogen Trifluoride,Financial Flows – Financial Flow,6
6041,Greenhouse Gases – Emissions,Equity And Just Transition – Gender Equality,65
6042,Vulnerable Groups – People With Disabilities,Financial Flows – Financial Flow,110
6043,Vulnerable Groups – People With Disabilities,Mitigation – Mitigation,31
6044,Vulnerable Groups – People With Disabilities,Greenhouse Gases – Emissions,13
6045,Vulnerable Groups – People With Disabilities,Sectors – Insurance & Financial Services,17
6046,Sectors – Insurance & Financial Services,Sectors – Fisheries & Aquaculture,25
6047,Sectors – Tourism,Deforestation – Forests,897
6048,Sectors – Health Services,Good Practice And Opportunities – Good Practice,61
6049,Renewables – Renewable Energy (General),Good Practice And Opportunities – Case Study,40
6050,Renewables – Wind Energy,Good Practice And Opportunities – Case Study,16
6051,Renewables – Solar Energy,Good Practice And Opportunities – Case Study,44
6052,Technologies (Mitigation) – Carbon Capture And Storage,Climate Related Hazards – Marine Hazards,51
6053,Deforestation – Woodlands,Deforestation – Rainforests,8
6054,Renewables – Bioenergy,Deforestation – Woodlands,116
6055,Fossil Fuels – Oil,Deforestation – Deforestation,368
6056,Sectors – Buildings,Deforestation – Forests,42
6057,Technologies (Mitigation) – Waste And Recycling Technologies,Greenhouse Gases – Carbon Dioxide,216
6058,Technologies (Mitigation) – Agriculture And Land Management Technologies,Fossil Fuels – Fossil Fuel,41
6059,Greenhouse Gases – Hydrofluorocarbons,Deforestation – Forest-Risk Commodities,44
6060,Technologies (Adaptation) – Hazard Management Technologies,Greenhouse Gases – Methane,77
6061,Technologies (Adaptation) – Hazard Management Technologies,Fossil Fuels – Gas,64
